0,0,1,7.2848E+11,728480463493
0,0,1,7.2848E+11,728480463235
0,0,1,7.2848E+11,728480462804
0,0,1,7.2848E+11,728480463013
1,0,1,7.59054E+11,759053775951
1,0,1,7.59054E+11,759053775656
1,0,1,7.59054E+11,759053775204
1,0,1,7.59054E+11,759053775374
2,0,1,7.73513E+11,773512892482
2,0,1,7.73513E+11,773512891727
3,0,1,7.94137E+11,794136559076
2,0,1,7.73513E+11,773512891902
4,0,1,8.09604E+11,809603984772
2,0,1,7.73513E+11,773512892177
3,0,1,7.94137E+11,794136558778
4,0,1,8.09604E+11,809603984489
5,0,1,8.19914E+11,819914078159
5,0,1,8.19914E+11,819914077881
3,0,1,7.94137E+11,794136558338
4,0,1,8.09604E+11,809603984067
5,0,1,8.19914E+11,819914077479
4,0,1,8.09604E+11,809603984252
5,0,1,8.19914E+11,819914077648
6,0,1,8.51885E+11,851884576636
6,0,1,8.51885E+11,851884576216
6,0,1,8.51885E+11,851884576320
7,0,1,8.82659E+11,882658880017
8,0,1,8.97254E+11,897254260041
7,0,1,8.82659E+11,882658880142
7,0,1,8.82659E+11,882658880409
8,0,1,8.97254E+11,897254260185
8,0,1,8.97254E+11,897254260486
9,0,1,9.12724E+11,912724488280
9,0,1,9.12724E+11,912724488038
9,0,1,9.12724E+11,912724487605
9,0,1,9.12724E+11,912724487723
10,0,1,9.44422E+11,944421880011
10,0,1,9.44422E+11,944421880312
10,0,1,9.44422E+11,944421879895
11,0,1,9.75477E+11,975477482195
11,0,1,9.75477E+11,975477481791
12,0,1,1.00593E+12,1005932754907
12,0,1,1.00593E+12,1005932754260
12,0,1,1.00593E+12,1005932754381
12,0,1,1.00593E+12,1005932754668
13,0,1,1.03699E+12,1036987563020
13,0,1,1.03699E+12,1036987563457
13,0,1,1.03699E+12,1036987563162
14,0,1,1.06744E+12,1067440554270
14,0,1,1.06744E+12,1067440553726
14,0,1,1.06744E+12,1067440554022
14,0,1,1.06744E+12,1067440553618
15,0,1,1.09942E+12,1099419460081
15,0,1,9.22337E+18,9223372036854770000
15,0,1,9.22337E+18,9223372036854770000
15,0,1,9.22337E+18,9223372036854770000
16,0,1,60107040940,60107040940
16,0,1,60107040387,60107040387
16,0,1,60107040666,60107040666
16,0,1,60107040230,60107040230
17,0,1,1.23367E+11,123367151575
17,0,1,1.23367E+11,123367150931
17,0,1,1.23367E+11,123367151318
18,0,1,1.38057E+11,138057139857
18,0,1,1.38057E+11,138057139598
18,0,1,1.38057E+11,138057139216
17,0,1,1.23367E+11,123367151041
18,0,1,1.38057E+11,138057139309
19,0,1,1.68528E+11,168528186496
19,0,1,1.68528E+11,168528185956
19,0,1,1.68528E+11,168528185832
19,0,1,1.68528E+11,168528186227
20,0,1,1.99899E+11,199899443109
20,0,1,1.99899E+11,199899442850
20,0,1,1.99899E+11,199899442540
20,0,1,1.99899E+11,199899442397
21,0,1,2.31597E+11,231596588734
21,0,1,2.31597E+11,231596588493
21,0,1,2.31597E+11,231596588074
21,0,1,2.31597E+11,231596588207
22,0,1,2.62055E+11,262054847185
22,0,1,2.62055E+11,262054847749
22,0,1,2.62055E+11,262054847471
22,0,1,2.62055E+11,262054847081
23,0,1,2.82422E+11,282421656015
23,0,1,2.82422E+11,282421655353
23,0,1,2.82422E+11,282421655488
23,0,1,2.82422E+11,282421655764
24,0,1,3.13798E+11,313798122837
24,0,1,3.13798E+11,313798123244
24,0,1,3.13798E+11,313798122942
25,0,1,3.44573E+11,344572994327
25,0,1,3.44573E+11,344572993769
25,0,1,3.44573E+11,344572993666
25,0,1,3.44573E+11,344572994092
26,0,1,3.75226E+11,375225554280
26,0,1,3.75226E+11,375225554006
26,0,1,3.75226E+11,375225553728
26,0,1,3.75226E+11,375225553618
27,0,1,4.06294E+11,406294128183
27,0,1,4.06294E+11,406294127625
27,0,1,4.06294E+11,406294127902
27,0,1,4.06294E+11,406294127501
28,0,1,4.38282E+11,438282210444
28,0,1,4.38282E+11,438282209785
28,0,1,4.38282E+11,438282210195
28,0,1,4.38282E+11,438282209915
29,0,1,4.70272E+11,470271770608
29,0,1,4.70272E+11,470271769971
29,0,1,4.70272E+11,470271770046
29,0,1,4.70272E+11,470271770355
30,0,1,4.98979E+11,498979420798
30,0,1,4.98979E+11,498979420247
30,0,1,4.98979E+11,498979420544
30,0,1,4.98979E+11,498979420199
31,0,1,5.19598E+11,519598191114
31,0,1,5.19598E+11,519598190612
31,0,1,5.19598E+11,519598190569
31,0,1,5.19598E+11,519598190881
32,0,1,5.50055E+11,550055277211
32,0,1,5.50055E+11,550055276721
33,0,1,5.60847E+11,560846986824
33,0,1,5.60847E+11,560846986309
32,0,1,5.50055E+11,550055276719
33,0,1,5.60847E+11,560846986329
32,0,1,5.50055E+11,550055276986
33,0,1,5.60847E+11,560846986595
34,0,1,5.92848E+11,592848167979
34,0,1,5.92848E+11,592848167531
35,0,1,6.07252E+11,607252496866
34,0,1,5.92848E+11,592848167396
